"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","LeadSource","Name","NextStep","OwnerId","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__Approver__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c","sbaa__SubmittedUser__c"
03a2538a-2c8a-4ae8-a9c6-07a829d53433,fcca0a52-9e35-4183-97e0-c51aed1b2a83,100082.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Topicblabh-Sto Associates - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
03b87b31-5263-4cf0-bc78-9a8dee473744,e56d33eb-944f-4d36-8c84-16b75626b30f,100082.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Vitz - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
03bbd5ea-0a91-485d-958e-3bc2419a979f,bdb409c8-5765-465c-aa0c-9444ddfa87b2,72395.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Quimm - SOW 1,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
03c0c384-9f23-4cfb-acd6-37903b2fb88f,24c16df4-9b69-40de-a785-5fad45c71ed9,100082.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Yodel - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
03d40302-d3af-4fdc-a35c-f7becda1ec71,9a514241-093d-4f35-ae33-0849e178c58f,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Realfire - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
03d44684-d5d8-4bf8-b226-bc7b62d3246b,99d912bf-1555-48fc-aa0c-bb29f33ac04e,11250.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Yakidoo - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
040da103-21e3-421f-a0c7-bddbf53a0a75,0a879aaa-0ace-40d6-b4c7-08843c9562fe,72395.0,2022-05-03,"#N/A","#N/A",Pipeline,"#N/A",Realcube - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
040dea6a-8d8f-4460-9abb-8dfbad3e2591,313a31f5-10ed-4daf-8f41-2af22300f626,72395.0,2021-10-12,"#N/A","#N/A",Omitted,"#N/A",Trilith - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
047302c0-add7-4546-b28f-3b9b84bff301,049cb15c-233e-4c3a-9a6b-9cdd68aa62f3,75000.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Skalith - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
05586f5b-9dda-4e6e-b0d6-b2bc0b355c6b,5545e9cc-3471-4c0d-9b1c-ae534ac25d97,72395.0,2021-08-13,"#N/A","#N/A",Omitted,"#N/A",Bubblemix - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
056e4c2a-1cf3-4023-9ff3-1d1dc7e0bb58,0c042a45-63fb-465c-9288-48041bdcfe02,72395.0,2021-10-12,"#N/A","#N/A",Omitted,"#N/A",Mycat - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
05962bd4-66d0-4202-9c96-689d0b1ed16b,b00b5687-a7d3-4d9f-926e-cb3b5700d7e1,11250.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Jaxspan - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
05cad9a4-347a-4c96-b03c-a377a5b23fba,e9bcb544-1c70-4b04-935f-a84efa30ab6f,100082.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Noba - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
05d2528a-a3fa-419a-9e0f-ed12a5e8e5dd,946fdc7b-5d7d-4d1c-88e9-4d4c1d7bade4,72395.0,2021-12-11,"#N/A",This deal is looking good so far.,Omitted,"#N/A",Gigaclub - Additional Sale,Where do the decision makers stand?,2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
066c7f75-e583-48db-8f69-4a5e1a77b1cd,76163f73-5178-4ec8-a92f-650ab66b028f,20000.0,2019-11-15,"#N/A",More widgets required.  The deal is at 50% because they are still at the sales process stage of evaluating the business/value justification that we submitted.,Pipeline,Partner,"salesforce.com - 2,000 Widgets",Meet at Widget Conference,2028edef-a2c5-470e-9b91-496795d5b04c,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,Existing Business,"#N/A","#N/A","#N/A",false,"#N/A","#N/A"
06b2d757-2e1c-42cd-b357-643ba6f94f44,1069bb07-914a-4cde-ac01-d1e597c7c21f,11250.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Mynte - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
07c87308-cc1c-4a5b-926f-eeda9d866c2b,bdb409c8-5765-465c-aa0c-9444ddfa87b2,72395.0,2022-04-27,"#N/A","#N/A",Pipeline,"#N/A",Quimm - SOW 2,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
07f4c394-f06e-45d1-bcee-59b109f4a038,fb111073-37de-438d-b46b-e6cf0bc257c0,34350.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Bluezoom - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
090630ba-384a-4267-bb6b-5ac7b789d4f9,ba1218df-4221-4426-b663-474dbe1dc0c5,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Babblestorm - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
096fbe8b-3b88-4221-93a7-47979688fc65,e4608143-771c-4c9e-bd51-6fd49adb7fb0,43495.0,2022-03-28,9c4992a7-0855-4ca6-9099-cbc29af681b1,"#N/A",Pipeline,"#N/A",Shufflester - SOW 1,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0991cede-d4e1-461f-86d6-319d20eb7cb6,f62b535b-f9c8-4c4b-ada7-41f0c6d6ad17,29995.0,2021-12-13,39563450-56cc-4329-b70e-d555999b4990,"#N/A",Closed,"#N/A",Wikizz - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0997c49b-e182-4e96-9cdf-af3b455802c9,159c3867-a1cd-4bf5-872f-d758ed6d87ee,75000.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Oyoba - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
09b01421-beb8-4799-8290-7ff586937586,c3021698-8d97-47ee-a6ba-954d86397e04,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Gabtype - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
09b82629-1846-4911-b57b-ef6658c28fa8,e709cb76-9b71-41b5-8a7a-65dc30ee1823,29995.0,2022-06-16,"#N/A","#N/A",Pipeline,"#N/A",Skaboo - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0abee857-6f39-4cb4-9d96-eeca543c2a1d,66212298-ff7c-40d8-9c0c-56e19a7677b2,29995.0,2021-12-13,"#N/A","#N/A",Closed,"#N/A",Thoughtmix - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0ae1a49a-b875-4b5a-89a2-19d32dff803f,da527500-48a8-4bf1-89b8-46b6868c767c,18350.0,2022-03-27,"#N/A","#N/A",Pipeline,"#N/A",Voolith - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0b3f3883-a259-4016-80fe-afc1f54db0cf,ae2887dd-8d5b-4de5-9624-8eb00c652fbe,18050.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Shuffletag - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0b5cc2b7-61b8-484c-83e9-81e8369e3e6b,5b4a16a2-b375-449f-851f-def97a92a957,32395.00000002,2022-02-25,"#N/A","#N/A",Closed,"#N/A",Mybuzz - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0b5e0988-f5fa-4925-8d49-89c01ad3f3fe,bc5e2fc4-7872-4cd2-92bd-f9fadbf04c82,11250.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Wikibox - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0b7e48dd-488c-45bf-96a4-59f3edceedcb,90698b67-78e5-43d0-a889-36dc1e817b24,75000.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Trudoo - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0b93cc4e-42c1-4f7f-b915-4f9dfbef5d71,cc6058f1-49a7-40d6-9bae-06cc7933c026,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Buzzshare - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0b9bb4c5-52b8-4c62-979c-19f8bfe0155d,b3aa3e1d-f1cb-49a6-a813-bd4997b6177d,100082.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Topicstorm - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0ba212c2-2e14-49cf-a529-5ffd35afd4c8,38283687-3f4d-4e67-bdcd-4b60640bd8c6,72395.0,2021-08-11,"#N/A","#N/A",Pipeline,"#N/A",Meembee -Complete Starter Package,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0c090384-a2aa-4b32-9a5a-5a700e643fd0,e0d23a6c-626b-40c1-8db3-1a1b543f963f,72395.0,2021-10-12,"#N/A","#N/A",Omitted,"#N/A",Skyba - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0c109b82-2086-4011-b580-b50c9e334803,890efa99-a3c1-46df-8a3c-6cc930cda364,34995.0,2022-05-19,"#N/A","#N/A",Pipeline,"#N/A",Oozz - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0d585c9d-fa91-4cdc-a50d-54cef23870db,e56d33eb-944f-4d36-8c84-16b75626b30f,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Vitz - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0d589235-46cf-4659-862a-b578183495b9,7da5c15d-6f21-4b3a-82ef-56d470b4448c,18050.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Blognation - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0d8e8b02-194b-496f-869d-b3b97e044c2b,c4ee72c2-324d-42cd-b7bb-a0732d56e055,11250.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Devcast - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0e32a538-2793-4b16-93f0-47604268ec6f,f31be84d-cfce-4a77-b397-ee6be89ae0bc,11250.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Thoughtworks - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0e5d8c7a-b2f2-44b8-947c-a3653bbc6ac8,aeb983d0-54fb-4635-b54b-364ec76f27e3,72395.0,2021-10-12,"#N/A","#N/A",Omitted,"#N/A",Dynazzy - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0e67aa39-e298-42a1-a21a-9edcc68c64d6,09ced840-88a2-4a84-b8a0-33d07b5b6e80,72395.0,2021-10-12,"#N/A","#N/A",Omitted,"#N/A",Eidelr-Ashpool - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0ee194ab-6634-484b-9df1-17023782e356,a324ca28-3b72-4641-8246-62a765d5f1e4,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Zazio - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0f284594-9a2c-46e0-9392-719a00659831,32eb206c-2c84-47bb-8e80-1f8212b587a3,75000.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Omba - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0f6b6f22-1f74-437f-b04e-e3c2e62dd0bc,0932629d-f35d-4fea-afd8-f4b73cbdaabf,100082.0,2022-07-01,"#N/A","#N/A",Pipeline,"#N/A",Wordtune - Upsell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
0fccb484-999c-40fd-80b6-bfeb3671cdab,83fb2012-c2fe-4f62-bd27-9fa13e740b9f,72395.0,2021-10-12,"#N/A","#N/A",Omitted,"#N/A",Layo - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
1073f150-9e21-461c-8488-296f79d47237,8f7a8a3c-c055-4d78-86fd-60e772c96256,11250.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Thoughtstorm - Cross-sell-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
10b28ddb-0111-4a8a-84df-fcdb58a15eac,32eb206c-2c84-47bb-8e80-1f8212b587a3,11250.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Omba - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
11a20044-2e3f-46b6-a253-b16b63d69f36,1ad637c2-4c0f-4c88-8473-8cd25f99be38,18350.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Yamia - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
11b43568-fa39-406f-be25-a3f5986930c4,f5da1d2f-22f4-46ee-8a64-13681c8073fa,29995.0,2021-12-13,c974eb88-fab6-4e9e-83ed-d016daebbe68,"#N/A",Closed,"#N/A",Avaveo - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
1271cbd9-448a-40c5-87d6-f82b93a25b36,2e62f552-4ce4-4ae4-aab2-b5926e0a2c8c,18350.0,2022-05-11,"#N/A","#N/A",Pipeline,"#N/A",Buzzbean - Cross-sell,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
1298c75d-e8e8-418e-8cad-e3077e87daac,673cb47c-9a3d-4ad2-a293-539d229b17a5,34995.0,2022-02-12,"#N/A","#N/A",Pipeline,"#N/A",Vipe - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
12c799d0-542e-44eb-86ef-d8b955c15942,eb545d47-5c5d-4a4b-a371-64a69d19d772,72395.0,2021-10-12,"#N/A","#N/A",Omitted,"#N/A",Pixonyx - Initial Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
12e39c7a-56dc-4a4d-8dd1-6860b1548ab1,2ca9bc21-d8d4-4236-b639-5950da762cae,34995.0,2022-04-26,"#N/A","#N/A",Pipeline,"#N/A",Eadel - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
1317a246-9ae6-42d0-ab92-5b0cd944d47b,667704aa-cb9e-4b47-9e65-255be09dd293,34995.0,2022-05-12,"#N/A","#N/A",Pipeline,"#N/A",Jabbersphere - Additional Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
13633b7e-1e5b-4d79-9cd0-a98ce17573c6,e0f5121d-3da7-4efa-bb75-45e59cfdf2e2,32395.00000002,2022-04-25,"#N/A","#N/A",Closed,"#N/A",Topiclounge - Secondary Sale,"#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A"
