"Guid","Description","OpportunityId","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
04c66163-438a-425c-904a-8f745dd4dd71,"#N/A",cbe3bf04-0db0-4002-828b-bb6e78e1039b,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
04c81f3c-e7a0-4a4b-9189-f8ce7843f901,"#N/A",f98a9779-10ff-4b07-8730-1b4495fdc45a,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
04c93087-1fef-45b1-b985-95dfdd8e3a8b,"#N/A",2d5afcb4-3fce-4486-adaf-73338608a843,25.0,"#N/A","#N/A","#N/A","#N/A","#N/A",20000.0,800.0,"#N/A"
050511c3-edd0-4d06-ace2-8bf137ce058d,"#N/A",2c221f38-f3e5-4b4a-9e9a-5a839aa9b2be,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",800.0,400.0,"#N/A"
0511d2df-741a-4ffe-9a31-7f92d6d9eacd,"#N/A",d9f1a6ff-883e-438b-9e5c-363f21915faa,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
05172deb-35d8-481d-8eab-1b7973223d59,"#N/A",772d3b1c-8c71-4701-9dc1-6a7a5ba2ad67,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2000.0,400.0,"#N/A"
052a6579-43d5-46d7-ab28-a69de6e0a4ab,"#N/A",e778ecf7-2710-4f9a-ae4b-a16c2c1bc906,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
0535d2c1-efd4-4eb9-82a3-c04cf96756e2,"#N/A",040dea6a-8d8f-4460-9abb-8dfbad3e2591,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
05585242-a64f-488e-b921-ce23b850818e,"#N/A",540f0b63-2ca5-4ddf-b215-9552a76657b9,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
0559c179-f12a-48b2-84d3-8f49045988da,"#N/A",05586f5b-9dda-4e6e-b0d6-b2bc0b355c6b,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
05662248-566a-4ca8-92b7-d48d42c5d4ca,"#N/A",35e767a6-f599-44ae-8ea9-a893adc8ba52,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
056ea20a-d6b5-4109-a804-c3a79a54f41a,"#N/A",819f1fab-be82-4354-a3e6-422684d35277,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
0576f987-ac1b-4a17-af44-e8dfa8448b4d,"#N/A",c1df1928-324c-4a80-b678-8c6d089749ed,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
0581b367-c652-4577-8498-0785a378f0fb,"#N/A",f799ed75-a76a-4eef-86ef-1574e045b615,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
05956791-b526-485b-a796-00c32a406800,"#N/A",1317a246-9ae6-42d0-ab92-5b0cd944d47b,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
059a58c2-6e6d-4830-8648-581bc2d50305,"#N/A",3503354a-93e1-4a6c-94af-8ffb9e8c0197,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",7500.0,7500.0,"#N/A"
05a1e3f0-9e73-49c1-9e18-a111682f41dc,"#N/A",60bab494-da00-48f0-9fe0-c5c816c53ffc,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
05b89786-49b1-40e4-b962-05d1cc656269,"#N/A",e7d43411-0942-4fce-a336-32c81949d0e3,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
05caea73-432a-49fa-b62d-895e5244b7e8,"#N/A",1b1ba1f1-3c3f-437b-8239-3ee9a8f31286,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
05d07659-5613-4a1a-bdf1-bce6f4a6dbeb,"#N/A",2d15c5e9-c4f8-407e-b064-c7a82c4758bc,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
05d22d1c-5477-4b77-848c-75f309a4dd62,"#N/A",2c221f38-f3e5-4b4a-9e9a-5a839aa9b2be,2.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1600.0,800.0,"#N/A"
05de3466-917c-4e90-a909-6cb4ddc529d2,"#N/A",7fcfc110-6c43-47dd-a404-a72d8a8c047d,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
05f00de8-eb3a-4479-826f-b805ab4498cb,"#N/A",e856ed99-f87b-451f-b4c5-41671164aed2,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
0621afe6-9672-40e7-baa9-747fefca7521,"#N/A",31bd262d-7f43-444b-8122-30ecc71bfe1d,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
0682867f-edff-41d9-a660-9f385ea75dca,"#N/A",3897985d-ce23-47f2-a540-9d69f98914ec,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
069b6297-0145-4c92-a5ed-b52b8e165c0f,"#N/A",e74e28e2-1ec9-462a-b888-29babfc53769,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
06a544a7-0d25-48cd-b380-568b361292df,"#N/A",d5edb351-6286-43f6-becd-9b4da9099a56,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
06ab6694-0327-4f99-baeb-fe63e2511867,"#N/A",ad3c33d0-68ca-4443-8914-aafbca3e52ca,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
06b08da8-d8f0-4413-8546-3d559f5008f9,"#N/A",2501990c-0a98-4c97-9cce-e1ff285ba6d7,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
06b5048a-484b-4117-9391-cc06cb73fca7,"#N/A",328e13cf-5734-48cb-adf1-2482bb8786fb,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
06b6dbdb-0855-4bd2-a204-202d3f100f1e,"#N/A",7f9af344-1ca3-4d9c-9e6d-c994898bc58f,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",2500.0,500.0,"#N/A"
06b9e143-b635-412c-8e4e-bd39ee644272,"#N/A",1fbee3dd-8bcc-48cd-a035-0da6873f8414,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
06bc3a05-6bc6-484b-8a67-8c2cf465f78c,"#N/A",d0adcbcb-bf07-4315-a987-ea53d96d53f6,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
07053565-b17e-4f04-b9ac-008b5ec35591,"#N/A",ad2e7788-a379-4a00-b4ae-a8033e90aa48,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",6750.0,450.0,"#N/A"
071ed09d-6633-4575-911d-95c018de3f02,"#N/A",aeafb3fe-9c4b-41a0-8daf-bd42aa87a05c,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
074982fc-d5b6-4971-bf27-2a1f44712c58,"#N/A",df91cfd3-d9d0-4ffa-a148-07fb9c5126b2,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
075072f5-9f3a-463c-9d26-ed018020bd5f,"#N/A",a38c9136-5a3d-40ef-b93d-fc70e7f088c5,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",1000.0,1000.0,"#N/A"
0753fdbd-a764-4fe7-8068-ffdd5cfcc825,"#N/A",0f6b6f22-1f74-437f-b04e-e3c2e62dd0bc,12.0,"#N/A","#N/A","#N/A","#N/A","#N/A",600.0,50.0,"#N/A"
075dafef-0de2-4a17-98c2-076f55c61f9f,"#N/A",9a7eca38-996d-409d-8ea8-6d16846e0daf,5.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3995.0,799.0,"#N/A"
075e78c2-6a07-4e35-8481-da471a082841,"#N/A",4e072a2c-c476-4cec-b586-17c9ceebd3ba,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
079f857b-82bf-48a1-b464-129254569276,"#N/A",328e13cf-5734-48cb-adf1-2482bb8786fb,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
07bd126c-b328-4906-9e51-8dbfdefe75ca,"#N/A",9f97a8ac-cae5-48f4-b504-7c388282c23c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
07cb0564-5072-48c0-b52a-bc794e4461a9,"#N/A",72fac3a3-c50c-4426-b89b-041e39711409,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
07e1b3cb-5bb6-4819-86f8-dc72a5cfde80,"#N/A",3215025b-3eb0-486a-b914-55d10d290c30,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
07ff966b-e921-4289-bbf1-9a2f54f77c3e,"#N/A",3af34f9f-9224-4d64-a7a5-4bb7fa95db18,15.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4500.0,300.0,"#N/A"
08179c1a-6b68-406c-a032-1cbf9d8462a8,"#N/A",c34d2177-f773-4bb1-9df7-09179bf45cf6,20.0,"#N/A","#N/A","#N/A","#N/A","#N/A",22000.0,1100.0,"#N/A"
