"Guid","SBQQ__AdditionalDiscountAmount__c","SBQQ__AdditionalQuantity__c","SBQQ__AllowAssetRefund__c","SBQQ__BatchQuantity__c","SBQQ__BillingFrequency__c","SBQQ__BillingType__c","SBQQ__Bundle__c","SBQQ__BundledQuantity__c","SBQQ__Bundled__c","SBQQ__CarryoverLine__c","SBQQ__ChargeType__c","SBQQ__ComponentCost__c","SBQQ__ComponentDiscountedByPackage__c","SBQQ__ComponentListTotal__c","SBQQ__ComponentSubscriptionScope__c","SBQQ__ComponentTotal__c","SBQQ__ComponentUpliftedByPackage__c","SBQQ__CompoundDiscountRate__c","SBQQ__ConfigurationRequired__c","SBQQ__CostEditable__c","SBQQ__CustomerPrice__c","SBQQ__DefaultSubscriptionTerm__c","SBQQ__Description__c","SBQQ__DiscountScheduleType__c","SBQQ__DiscountSchedule__c","SBQQ__DiscountTier__c","SBQQ__Discount__c","SBQQ__DistributorDiscount__c","SBQQ__DynamicOptionId__c","SBQQ__EarliestValidAmendmentStartDate__c","SBQQ__EndDate__c","SBQQ__Existing__c","SBQQ__Favorite__c","SBQQ__GenerateContractedPrice__c","SBQQ__GrossProfit__c","SBQQ__Group__c","SBQQ__Guidance__c","SBQQ__HasConsumptionSchedule__c","SBQQ__Hidden__c","SBQQ__Incomplete__c","SBQQ__ListPrice__c","SBQQ__MarkupAmount__c","SBQQ__MarkupRate__c","SBQQ__MaximumPrice__c","SBQQ__MinimumPrice__c","SBQQ__NetPrice__c","SBQQ__NonDiscountable__c","SBQQ__NonPartnerDiscountable__c","SBQQ__Number__c","SBQQ__OptionDiscountAmount__c","SBQQ__OptionDiscount__c","SBQQ__OptionLevel__c","SBQQ__OptionType__c","SBQQ__Optional__c","SBQQ__OriginalPrice__c","SBQQ__OriginalQuoteLineId__c","SBQQ__OriginalUnitCost__c","SBQQ__PackageProductCode__c","SBQQ__PackageProductDescription__c","SBQQ__PartnerDiscount__c","SBQQ__PartnerPrice__c","SBQQ__PreviousSegmentPrice__c","SBQQ__PreviousSegmentUplift__c","SBQQ__PriceEditable__c","SBQQ__PricebookEntryId__c","SBQQ__PricingMethodEditable__c","SBQQ__PricingMethod__c","SBQQ__PriorQuantity__c","SBQQ__ProductOption__c","SBQQ__ProductSubscriptionType__c","SBQQ__ProrateMultiplier__c","SBQQ__ProratedListPrice__c","SBQQ__ProratedPrice__c","SBQQ__Quantity__c","SBQQ__Quote__c","SBQQ__RegularPrice__c","SBQQ__Renewal__c","SBQQ__RenewedSubscription__c","SBQQ__RequiredBy__c","SBQQ__SegmentIndex__c","SBQQ__SegmentKey__c","SBQQ__SegmentLabel__c","SBQQ__Source__c","SBQQ__SpecialPriceDescription__c","SBQQ__SpecialPriceType__c","SBQQ__SpecialPrice__c","SBQQ__StartDate__c","SBQQ__SubscribedAssetIds__c","SBQQ__SubscriptionBase__c","SBQQ__SubscriptionCategory__c","SBQQ__SubscriptionPercent__c","SBQQ__SubscriptionPricing__c","SBQQ__SubscriptionScope__c","SBQQ__SubscriptionTargetPrice__c","SBQQ__SubscriptionTerm__c","SBQQ__SubscriptionType__c","SBQQ__TaxCode__c","SBQQ__Taxable__c","SBQQ__TermDiscountSchedule__c","SBQQ__TermDiscountTier__c","SBQQ__TermDiscount__c","SBQQ__UnitCost__c","SBQQ__UnproratedNetPrice__c","SBQQ__UpgradedQuantity__c","SBQQ__UpgradedSubscription__c","SBQQ__UpliftAmount__c","SBQQ__Uplift__c","SBQQ__VolumeDiscount__c"
2fd979bb-9f90-4c1c-941b-97a593d15bc0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,150.0,1.0,Regular cleaning &amp; preventative maintenance to keep your equipment operating optimally.- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000LvOZAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,150.0,"#N/A","#N/A","#N/A","#N/A",150.0,false,false,8.0,"#N/A","#N/A",1.0,Component,false,150.0,"#N/A","#N/A","#N/A","#N/A","#N/A",150.0,"#N/A","#N/A",false,01u5f000002xfDyAAI,false,List,"#N/A",f482600d-74c0-4222-91da-f9aa4279c89c,Renewable,1.0,150.0,150.0,1.0,c5db2f0d-5b52-43aa-b975-4d7c4a9adf1e,150.0,false,"#N/A",2ac0e543-4c39-4bfe-898e-9ef84e4a7172,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",150.0,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
327a7498-30f2-4aab-be02-207bf88c137c,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,28.43,1.0,6 Gallon Bag in Box Syrup- Recurring,"#N/A","#N/A","#N/A",15.0,"#N/A",a2s5f000000LvOWAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,33.45,"#N/A","#N/A","#N/A","#N/A",28.43,false,false,6.0,"#N/A","#N/A",1.0,Component,false,33.45,"#N/A","#N/A","#N/A","#N/A","#N/A",28.43,"#N/A","#N/A",false,01u5f000002xfDvAAI,false,List,"#N/A",7cef1e6e-a093-4fe2-ba69-4bd59384ae75,Renewable,1.0,33.45,33.45,1.0,1e44690e-3a11-4062-8634-7555fad25a76,33.45,false,"#N/A",96f3658b-c5d3-4300-b9be-6f33f60f8f7e,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
32af1ae9-4d80-4972-84a8-989dd3f3de59,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,39.35,"#N/A",12 Gallon Bag in Box Syrup- One time,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000LvOWAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,39.35,"#N/A","#N/A","#N/A","#N/A",39.35,false,false,2.0,"#N/A","#N/A",1.0,Component,false,39.35,"#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",false,01u5f000002xfE0AAI,false,List,"#N/A",84507ab1-ad81-4620-a2f1-c19524a0354d,One-time,1.0,39.35,39.35,1.0,1e44690e-3a11-4062-8634-7555fad25a76,39.35,false,"#N/A",96f3658b-c5d3-4300-b9be-6f33f60f8f7e,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
3499efbd-8908-42e4-8d41-71884d2d5623,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",true,"#N/A",false,false,"#N/A",0.0,false,834.89,"#N/A",722.64,false,"#N/A",false,false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,0.0,"#N/A","#N/A","#N/A","#N/A",0.0,false,false,1.0,"#N/A","#N/A","#N/A","#N/A",false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",false,01u5f000002xfEzAAI,false,List,"#N/A","#N/A",One-time,1.0,0.0,0.0,1.0,01a076bb-c090-4c41-b606-55cf6ea7bd71,0.0,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
3d62d32e-d016-4c15-816c-29fe08cbc97b,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,120.0,1.0,Regular cleaning &amp; preventative maintenance to keep your equipment operating optimally.- Recurring,"#N/A","#N/A","#N/A",20.0,"#N/A",a2s5f000000LvOZAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,150.0,"#N/A","#N/A","#N/A","#N/A",120.0,false,false,5.0,"#N/A","#N/A",1.0,Component,false,150.0,"#N/A","#N/A","#N/A","#N/A","#N/A",120.0,"#N/A","#N/A",false,01u5f000002xfDyAAI,false,List,"#N/A",f482600d-74c0-4222-91da-f9aa4279c89c,Renewable,1.0,150.0,150.0,1.0,444fa30a-0be4-4174-be3c-bd50879fd9c6,150.0,false,"#N/A",47967993-356a-4395-9e97-c5dc256f7b27,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",150.0,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
3d65fb7f-27fe-46c2-8e19-061ce4b38cd8,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,14.99,"#N/A",1 24-count Box of K-Cups Pods- One time,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000LvOXAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,14.99,"#N/A","#N/A","#N/A","#N/A",14.99,false,false,5.0,"#N/A","#N/A",1.0,Component,false,14.99,"#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",false,01u5f000002xfEuAAI,false,List,"#N/A",ac295972-6eb6-4540-9dca-4bef798c9a9a,One-time,1.0,14.99,14.99,1.0,1a255f6c-dd1c-4681-a15d-3307b7d6f0d4,14.99,false,"#N/A",2c5c830a-4116-448f-8916-a140a304b59e,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
3ee6d398-2063-45cb-ae76-d93e305ad5b5,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,14.99,"#N/A",1 24-count Box of K-Cups Pods- One time,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000LvOXAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,14.99,"#N/A","#N/A","#N/A","#N/A",14.99,false,false,3.0,"#N/A","#N/A",1.0,Component,false,14.99,"#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",false,01u5f000002xfExAAI,false,List,"#N/A",5dbcbfc3-57e7-4cc3-a7e9-28dd0805654d,Renewable,1.0,14.99,14.99,1.0,1a255f6c-dd1c-4681-a15d-3307b7d6f0d4,14.99,false,"#N/A",2c5c830a-4116-448f-8916-a140a304b59e,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
40f97d1a-0c82-4d7b-ad35-d60e1cf9baca,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,33.45,1.0,9 Gallon Bag in Box Syrup- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000LvOWAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,33.45,"#N/A","#N/A","#N/A","#N/A",33.45,false,false,4.0,"#N/A","#N/A",1.0,Component,false,33.45,"#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",false,01u5f000002xfDwAAI,false,List,"#N/A",6a185a09-77cb-4553-b970-965c6a69ea12,Renewable,1.0,33.45,33.45,1.0,1e44690e-3a11-4062-8634-7555fad25a76,33.45,false,"#N/A",96f3658b-c5d3-4300-b9be-6f33f60f8f7e,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
429bd32e-3ed9-4405-a7cb-335148a4323a,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,33.45,1.0,6 Gallon Bag in Box Syrup- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000LvOWAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,33.45,"#N/A","#N/A","#N/A","#N/A",33.45,false,false,2.0,"#N/A","#N/A",1.0,Component,false,33.45,"#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",false,01u5f000002xfDvAAI,false,List,"#N/A",7cef1e6e-a093-4fe2-ba69-4bd59384ae75,Renewable,1.0,33.45,33.45,1.0,444fa30a-0be4-4174-be3c-bd50879fd9c6,33.45,false,"#N/A",47967993-356a-4395-9e97-c5dc256f7b27,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
47967993-356a-4395-9e97-c5dc256f7b27,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",true,"#N/A",false,false,"#N/A",0.0,false,3439.35,"#N/A",3406.01,false,"#N/A",false,false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,0.0,"#N/A","#N/A","#N/A","#N/A",0.0,false,false,1.0,"#N/A","#N/A","#N/A","#N/A",false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",false,01u5f000002xfDuAAI,false,List,"#N/A","#N/A",One-time,1.0,0.0,0.0,1.0,444fa30a-0be4-4174-be3c-bd50879fd9c6,0.0,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
4a348477-3512-4a04-a000-8e0e66c42069,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",true,"#N/A",false,false,"#N/A",0.0,false,3411.8,"#N/A",3411.8,false,"#N/A",false,false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,0.0,"#N/A","#N/A","#N/A","#N/A",0.0,false,false,7.0,"#N/A","#N/A","#N/A","#N/A",false,0.0,"#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",false,01u5f000002xfDuAAI,false,List,"#N/A","#N/A",One-time,1.0,0.0,0.0,1.0,444fa30a-0be4-4174-be3c-bd50879fd9c6,0.0,false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
4b13ad5a-dee4-4b53-b225-ba7bfb71356b,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,14.24,"#N/A",1 24-count Box of K-Cups Pods- One time,"#N/A","#N/A","#N/A",5.0,"#N/A",a2s5f000000LvOXAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,14.99,"#N/A","#N/A","#N/A","#N/A",14.24,false,false,3.0,"#N/A","#N/A",1.0,Component,false,14.99,"#N/A","#N/A","#N/A","#N/A","#N/A",14.24,"#N/A","#N/A",false,01u5f000002xfExAAI,false,List,"#N/A",5dbcbfc3-57e7-4cc3-a7e9-28dd0805654d,Renewable,1.0,14.99,14.99,1.0,d699d839-10be-4a0f-9060-16f1a1e42194,14.99,false,"#N/A",ae978c65-38be-49ae-b5de-1655b3dd009e,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
4f524e12-c522-46ab-9161-feb6fa2aa249,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,14.99,"#N/A",1 24-count Box of K-Cups Pods- One time,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000LvOXAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,14.99,"#N/A","#N/A","#N/A","#N/A",14.99,false,false,4.0,"#N/A","#N/A",1.0,Component,false,14.99,"#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",false,01u5f000002xfExAAI,false,List,"#N/A",5dbcbfc3-57e7-4cc3-a7e9-28dd0805654d,Renewable,1.0,14.99,14.99,1.0,01a076bb-c090-4c41-b606-55cf6ea7bd71,14.99,false,"#N/A",3499efbd-8908-42e4-8d41-71884d2d5623,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",14.99,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
52539208-fb28-4bf8-8be0-741d984adf0e,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,30.11,1.0,9 Gallon Bag in Box Syrup- Recurring,"#N/A","#N/A","#N/A",10.0,"#N/A",a2s5f000000LvOWAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,33.45,"#N/A","#N/A","#N/A","#N/A",30.11,false,false,3.0,"#N/A","#N/A",1.0,Component,false,33.45,"#N/A","#N/A","#N/A","#N/A","#N/A",30.11,"#N/A","#N/A",false,01u5f000002xfDwAAI,false,List,"#N/A",6a185a09-77cb-4553-b970-965c6a69ea12,Renewable,1.0,33.45,33.45,1.0,444fa30a-0be4-4174-be3c-bd50879fd9c6,33.45,false,"#N/A",47967993-356a-4395-9e97-c5dc256f7b27,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",33.45,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
54a2d926-c100-4f1e-9ff1-de199a3029f4,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,449.0,"#N/A",A high capacity coffee maker designed for continuous use with direct water line plumbing.,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000LvOaAAK,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,449.0,"#N/A","#N/A","#N/A","#N/A",449.0,false,false,7.0,"#N/A","#N/A",1.0,Component,false,449.0,"#N/A","#N/A","#N/A","#N/A","#N/A",449.0,"#N/A","#N/A",false,01u5f000002xfElAAI,false,List,"#N/A",257f65d9-da43-4248-92d8-c15fdcd1f380,One-time,1.0,449.0,449.0,1.0,d699d839-10be-4a0f-9060-16f1a1e42194,449.0,false,"#N/A",ae978c65-38be-49ae-b5de-1655b3dd009e,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",449.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
558e9657-8e2b-4558-9f58-dbdeefffb44d,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,39.35,"#N/A",6 Gallon Bag in Box Syrup- One time,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000LvOWAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,39.35,"#N/A","#N/A","#N/A","#N/A",39.35,false,false,4.0,"#N/A","#N/A",1.0,Component,false,39.35,"#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",false,01u5f000002xfEmAAI,false,List,"#N/A",fbf83c14-6092-41e4-a667-f6c21a2b780c,One-time,1.0,39.35,39.35,1.0,c5db2f0d-5b52-43aa-b975-4d7c4a9adf1e,39.35,false,"#N/A",2ac0e543-4c39-4bfe-898e-9ef84e4a7172,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",39.35,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
59148a37-0cd2-45cc-a350-1f60fbcc1cbd,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,150.0,1.0,Regular cleaning &amp; preventative maintenance to keep your equipment operating optimally.- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000LvOYAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,150.0,"#N/A","#N/A","#N/A","#N/A",150.0,false,false,7.0,"#N/A","#N/A",1.0,Component,false,150.0,"#N/A","#N/A","#N/A","#N/A","#N/A",150.0,"#N/A","#N/A",false,01u5f000002xfDyAAI,false,List,"#N/A",004032c1-8645-48f7-bba3-23dcb8eca92c,Renewable,1.0,150.0,150.0,1.0,01a076bb-c090-4c41-b606-55cf6ea7bd71,150.0,false,"#N/A",3499efbd-8908-42e4-8d41-71884d2d5623,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",150.0,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
5e1aacaa-03d3-439d-965a-9bbd67dcf13b,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,89.96,1.0,"K-Cycle™ bins are bundled in packs of five (5), for offices that brew 24 K-Cup® pods or more a day - 450 K-Cup® pods per bin. Single bins are not available.- Recurring<br> <br>EACH BIN INCLUDES<br>1. Pre-paid UPS return label affixed to bin<br>2. Pre-affixed bag and zip tie seal for brewed K-Cup® pod collection","#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000LvOYAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,89.96,"#N/A","#N/A","#N/A","#N/A",89.96,false,false,6.0,"#N/A","#N/A",1.0,Component,false,89.96,"#N/A","#N/A","#N/A","#N/A","#N/A",89.96,"#N/A","#N/A",false,01u5f000002xfEVAAY,false,List,"#N/A",8bf1087c-de99-4954-a3dc-924d1f8e1252,Renewable,1.0,89.96,89.96,1.0,d699d839-10be-4a0f-9060-16f1a1e42194,89.96,false,"#N/A",ae978c65-38be-49ae-b5de-1655b3dd009e,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",89.96,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
6e69af10-d2e9-4471-926b-6f6e847933da,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,3189.0,"#N/A",10 Flomatic valves to dispense an assortment of beverages. <br>Ice dispenser holds 200lb of ice.,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000LvObAAK,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,3189.0,"#N/A","#N/A","#N/A","#N/A",3189.0,false,false,10.0,"#N/A","#N/A",1.0,Component,false,3189.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",false,01u5f000002xfDzAAI,false,List,"#N/A",4db7bfd0-05ff-4a86-acf5-d38514726da9,One-time,1.0,3189.0,3189.0,1.0,c5db2f0d-5b52-43aa-b975-4d7c4a9adf1e,3189.0,false,"#N/A",2ac0e543-4c39-4bfe-898e-9ef84e4a7172,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3189.0,"#N/A","#N/A",List,"#N/A","#N/A","#N/A",Quote,"#N/A","#N/A",One-time,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
74017923-27d0-466c-94e1-147b96592a1e,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,1.0,false,false,"#N/A","#N/A",false,"#N/A","#N/A","#N/A",false,"#N/A",false,false,12.74,1.0,1 24-count Box of K-Cups Pods- Recurring,"#N/A","#N/A","#N/A","#N/A","#N/A",a2s5f000000LvOXAA0,"#N/A","#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A",false,false,false,12.74,"#N/A","#N/A","#N/A","#N/A",12.74,false,false,5.0,"#N/A","#N/A",1.0,Component,false,12.74,"#N/A","#N/A","#N/A","#N/A","#N/A",12.74,"#N/A","#N/A",false,01u5f000002xfEfAAI,false,List,"#N/A",77ee1451-d4d2-4ed9-aced-80ba0f81f14f,Renewable,1.0,12.74,12.74,1.0,01a076bb-c090-4c41-b606-55cf6ea7bd71,12.74,false,"#N/A",3499efbd-8908-42e4-8d41-71884d2d5623,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",12.74,"#N/A","#N/A",List,"#N/A","#N/A",Fixed Price,Quote,"#N/A","#N/A",Renewable,"#N/A",false,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",0.0,0.0,"#N/A"
